adm_id,awc,bulk_density,year,max_cum_gdd1,max_cum_gdd2,max_cum_gdd3,max_cum_gdd4,max_cum_gdd5,max_cum_gdd6,max_cum_gdd7,max_cum_gdd8,max_cum_gdd12,max_cum_prec1,max_cum_prec2,max_cum_prec3,max_cum_prec4,max_cum_prec5,max_cum_prec6,max_cum_prec7,max_cum_prec8,max_cum_prec12,mean_cum_cwb1,mean_cum_cwb2,mean_cum_cwb3,mean_cum_cwb4,mean_cum_cwb5,mean_cum_cwb6,mean_cum_cwb7,mean_cum_cwb8,mean_cum_cwb12,mean_prec1,mean_prec2,mean_prec3,mean_prec4,mean_prec5,mean_prec6,mean_prec7,mean_prec8,mean_prec12,mean_rad1,mean_rad2,mean_rad3,mean_rad4,mean_rad5,mean_rad6,mean_rad7,mean_rad8,mean_rad12,mean_tavg1,mean_tavg2,mean_tavg3,mean_tavg4,mean_tavg5,mean_tavg6,mean_tavg7,mean_tavg8,mean_tavg12,mean_tmax1,mean_tmax2,mean_tmax3,mean_tmax4,mean_tmax5,mean_tmax6,mean_tmax7,mean_tmax8,mean_tmax12,mean_tmin1,mean_tmin2,mean_tmin3,mean_tmin4,mean_tmin5,mean_tmin6,mean_tmin7,mean_tmin8,mean_tmin12,tmin<0p1,tmin<0p2,tmin<0p3,tmin<0p4,tmin<0p5,tmin<0p6,tmin<0p7,tmin<0p8,tmin<0p12,tmax>35p1,tmax>35p2,tmax>35p3,tmax>35p4,tmax>35p5,tmax>35p6,tmax>35p7,tmax>35p8,tmax>35p12,prec<1p1,prec<1p2,prec<1p3,prec<1p4,prec<1p5,prec<1p6,prec<1p7,prec<1p8,prec<1p12,mean_cum_fpar1,mean_cum_fpar2,mean_cum_fpar3,mean_cum_fpar4,mean_cum_fpar5,mean_cum_fpar6,mean_cum_fpar7,mean_cum_fpar8,mean_cum_ndvi1,mean_cum_ndvi2,mean_cum_ndvi3,mean_cum_ndvi4,mean_cum_ndvi5,mean_cum_ndvi6,mean_cum_ndvi7,mean_cum_ndvi8,mean_ssm1,mean_ssm2,mean_ssm3,mean_ssm4,mean_ssm5,mean_ssm6,mean_ssm7,mean_ssm8,mean_ssm12,yield
PT18,14.978,1.496,2008,0.0,203.632,431.67199999999997,746.981,1095.099,1608.311,2169.596,2229.08,0.0,0.0,68.438,92.986,209.864,277.145,280.66,282.609,282.609,0.0,0.0,2.3669999999999987,-14.517580645161292,-28.67573333333333,-71.38193548387098,-166.96869999999998,-359.25525806451617,-462.8286666666666,0.0,0.0,2.534740740740741,0.7918709677419355,3.8959333333333332,2.170354838709678,0.11716666666666667,0.06287096774193549,0.0,0.0,0.0,11341955.537037037,15697110.612903226,19780582.883333333,20239866.741935484,27665359.466666665,27461431.612903226,27752442.666666668,0.0,0.0,12.541925925925925,12.356129032258066,15.5103,16.229612903225807,22.107066666666665,23.105967741935483,24.828000000000003,0.0,0.0,17.533,17.761903225806453,21.113666666666667,21.04341935483871,29.084666666666667,30.191000000000003,32.677,0.0,0.0,8.529,7.563645161290323,10.304466666666666,11.865096774193548,15.459266666666668,16.72435483870968,17.876666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,18.0,26.0,20.0,15.0,29.0,31.0,3.0,0.0,0.0,82.01650000000001,220.25933333333333,370.48966666666666,497.0726666666667,617.7289999999999,753.4913333333334,850.033,0.0,1.1066666666666667,3.1395,5.2379999999999995,6.919,8.462,10.189499999999999,0.0,0.0,5.366148148148148,5.109903225806452,5.462833333333333,5.142666666666667,4.365466666666666,3.585935483870968,3.4463333333333335,0.0,10.501
PT11,15.187,1.25,2009,119.048,235.121,469.18,646.06,982.094,1393.207,1518.903,0.0,15.214,295.341,390.892,418.436,528.314,591.314,696.781,700.744,0.0,11.015,101.25038709677419,328.1173214285714,301.1644193548387,272.5386,258.1011612903226,226.9534,184.23933333333332,0.0,4.104000000000001,9.171806451612904,3.4125357142857142,0.888516129032258,3.6626,2.032258064516129,3.5155666666666665,0.4403333333333333,0.0,5.5075,5554898.241935484,11761968.375,18309419.26612903,18801855.283333335,24238873.64516129,23672395.633333333,25249312.0,0.0,4114466.9375,7.993838709677419,9.139928571428571,12.550290322580645,10.895999999999999,15.839806451612903,18.70376666666667,18.96622222222222,0.0,12.607,10.803903225806451,13.949892857142856,17.906129032258065,14.726366666666667,20.434032258064516,22.5864,22.976333333333333,0.0,14.725999999999999,5.279677419354838,5.091214285714286,7.779387096774194,7.183066666666666,11.238806451612904,14.868699999999999,15.057444444444444,0.0,10.408,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.0,28.0,15.0,22.0,17.0,8.0,0.0,1.0,111.06766666666665,287.10633333333334,471.5636666666667,652.5896666666667,814.1846666666667,971.2579999999999,1089.724,0.0,1.5565,4.0344999999999995,6.439,8.602666666666666,10.571,12.855,14.414,0.0,6.110774193548387,6.493785714285714,5.772516129032258,5.618533333333334,5.3870645161290325,5.238366666666667,5.000333333333334,0.0,5.743,3.006
PT15,14.07,1.483,2009,0.0,147.19299999999998,447.688,721.691,1121.955,1616.586,2145.188,2263.012,0.0,0.0,6.1129999999999995,20.382,48.249,57.281,67.493,67.962,67.982,0.0,0.0,-19.90825,-70.32406451612903,-167.3998,-277.43612903225807,-421.3862,-592.7663548387097,-709.2732857142857,0.0,0.0,0.30565,0.4602903225806452,0.9289000000000001,0.29135483870967743,0.3404,0.015129032258064515,0.002857142857142857,0.0,0.0,14646215.95,18162141.048387095,21913717.7,26338137.29032258,25715271.766666666,28532493.29032258,27069420.0,0.0,0.0,12.359649999999998,14.693387096774194,14.133433333333333,17.91174193548387,21.4877,22.05167741935484,21.832,0.0,0.0,16.38705,18.762774193548385,17.965033333333334,22.212935483870968,25.325733333333336,26.908483870967743,26.472428571428573,0.0,0.0,8.818999999999999,11.034870967741936,10.829066666666668,14.072322580645162,18.024066666666666,17.990225806451612,18.167571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,27.0,23.0,29.0,26.0,31.0,7.0,0.0,0.0,86.3515,231.22133333333332,397.30333333333334,544.1636666666667,670.0010000000001,787.217,864.501,0.0,1.1633333333333333,3.12825,4.992666666666667,6.72075,8.4415,10.02725,10.984,0.0,5.7919,5.546741935483872,5.331,5.033258064516129,4.694,4.025483870967742,3.7462857142857144,0.0,6.632
PT16,15.134,1.382,2009,79.743,214.578,480.674,687.36,1064.095,1512.711,1845.867,0.0,0.0,137.421,215.409,240.782,313.727,348.637,398.168,413.114,0.0,0.0,51.276624999999996,168.87917857142858,131.461,73.40636666666666,15.027612903225805,-87.75743333333334,-190.09595454545453,0.0,0.0,8.5888125,2.785285714285714,0.818483870967742,2.4314999999999998,1.1261290322580644,1.6510333333333334,0.6793636363636364,0.0,0.0,5691150.34375,12109069.464285715,18303803.85483871,19598200.333333332,24956577.225806452,23933921.9,25990658.636363637,0.0,0.0,9.9839375,9.815535714285714,13.583741935483872,11.889533333333333,17.15274193548387,19.953866666666666,20.143454545454546,0.0,0.0,12.67675,14.825571428571427,19.372709677419355,16.4328,22.471870967741935,24.718566666666668,25.216454545454543,0.0,0.0,6.9241875,5.558892857142857,8.468225806451612,7.741633333333334,11.940096774193549,15.522699999999999,15.404136363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,26.0,16.0,22.0,23.0,21.0,0.0,0.0,43.55,135.91733333333332,280.7483333333333,422.584,554.537,694.4699999999999,865.6843333333333,0.0,0.8015000000000001,2.40275,4.49375,6.32,8.10875,10.20875,12.191666666666668,0.0,5.38825,5.036071428571428,4.256774193548387,4.3972,4.04441935483871,3.9737666666666667,3.7025909090909086,0.0,0.0,6.353
PT17,16.711,1.353,2009,0.0,133.187,440.609,699.206,1124.843,1631.966,2164.446,2280.394,0.0,0.0,11.502,24.705000000000002,73.202,99.349,126.257,129.234,130.893,0.0,0.0,-13.957333333333333,-67.13064516129033,-153.9421,-245.9304193548387,-384.0894666666666,-548.699193548387,-663.2732857142857,0.0,0.0,0.5477142857142857,0.42590322580645157,1.6165666666666667,0.8434516129032259,0.8969333333333334,0.09603225806451612,0.23700000000000002,0.0,0.0,13896718.30952381,18368581.69354839,20397683.216666665,25848637.35483871,24768247.033333335,27880294.580645163,25256536.57142857,0.0,0.0,11.342238095238097,14.91683870967742,13.6199,18.730225806451614,21.904100000000003,22.176774193548386,21.564,0.0,0.0,17.451714285714285,21.311709677419355,18.90823333333333,25.097193548387096,27.76546666666667,29.00925806451613,27.990714285714287,0.0,0.0,6.271095238095238,9.416870967741936,8.96,12.780225806451613,16.797266666666665,16.469354838709677,16.641142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,27.0,21.0,26.0,24.0,30.0,6.0,0.0,0.0,73.616,196.41933333333336,332.58633333333336,449.9193333333333,556.715,679.5036666666666,772.41,0.0,1.0063333333333333,2.6755,4.234666666666667,5.7025,7.27975,8.87925,9.874,0.0,4.686285714285715,4.056064516129032,4.1384,3.8392903225806454,3.5801666666666665,3.2439354838709678,3.145857142857143,0.0,9.92
PT18,14.978,1.496,2009,0.0,146.317,447.545,699.543,1132.267,1653.569,2206.337,2275.396,0.0,0.0,30.278,48.78,89.892,120.81,146.694,150.39,152.473,0.0,0.0,0.8827307692307692,-50.42825806451613,-137.7015,-232.51948387096775,-367.27746666666667,-535.4424516129033,-641.019,0.0,0.0,1.1645384615384615,0.5968387096774194,1.3704,0.9973548387096776,0.8628,0.1192258064516129,0.52075,0.0,0.0,12736511.807692308,18002747.741935484,20140365.466666665,25521186.48387097,24553351.3,28053876.19354839,25360621.0,0.0,0.0,10.627576923076923,14.717032258064517,13.399933333333333,18.95883870967742,22.376733333333334,22.831225806451613,22.26475,0.0,0.0,16.364423076923078,21.169451612903227,18.974266666666665,25.67925806451613,28.70446666666667,30.070451612903224,29.122500000000002,0.0,0.0,5.829384615384615,9.082387096774193,8.443433333333333,12.617387096774193,16.762366666666665,16.478645161290324,16.17775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,19.0,26.0,21.0,26.0,24.0,29.0,3.0,0.0,0.0,66.673,182.36233333333334,315.01033333333334,433.99666666666667,554.185,692.1150000000001,786.555,0.0,1.0026666666666666,2.72375,4.379666666666666,5.92075,7.61475,9.36975,0.0,0.0,5.560961538461539,4.831645161290322,4.8049333333333335,4.4924193548387095,4.1067,3.6353225806451617,3.61975,0.0,11.536
PT11,15.187,1.25,2010,126.62400000000001,228.636,394.651,674.883,997.448,1407.823,1567.296,0.0,8.592,258.443,531.301,720.759,789.396,860.35,920.368,923.684,0.0,52.626,164.1546129032258,279.35432142857144,494.8002580645161,574.0328666666667,535.0130322580645,476.27063333333336,399.6978888888889,0.0,42.1095,6.639258064516129,9.744928571428572,6.111548387096774,2.2879,2.288838709677419,2.0006,0.36844444444444446,0.0,26.313,5904297.3558387095,8495183.75892857,13415169.532258065,20120781.6,23376901.93548387,25180535.283333335,25689543.888888888,0.0,4304166.375,8.572258064516129,8.585678571428572,10.355322580645161,14.341066666666666,15.40532258064516,18.679166666666667,22.719222222222225,0.0,9.296,11.433419354838708,11.884107142857143,14.191709677419354,18.895966666666666,19.729000000000003,23.0721,27.647666666666666,0.0,11.256,5.881806451612904,5.6571428571428575,6.7903548387096775,9.7218,11.142225806451613,14.335566666666667,17.963444444444445,0.0,7.652,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,16.0,17.0,20.0,25.0,8.0,0.0,0.0,115.88800000000002,292.9213333333334,473.3386666666667,654.6306666666666,820.9786666666668,983.2963333333333,1104.181,0.0,1.6065,4.16725,6.7095,8.884,10.877500000000001,13.155000000000001,14.727,0.0,7.227806451612904,6.980178571428572,7.051129032258065,6.474366666666667,5.815290322580645,5.422933333333333,4.879555555555555,0.0,7.3765,3.196
PT15,14.07,1.483,2010,0.0,148.321,411.789,743.444,1118.814,1557.756,2126.878,2261.453,0.0,0.0,161.644,258.673,342.714,365.484,377.859,378.726,378.75,0.0,0.0,65.1861,160.72348387096773,136.71813333333333,75.06770967741936,-57.85376666666666,-224.86606451612903,-338.61499999999995,0.0,0.0,8.0822,3.129967741935484,2.8013666666666666,0.734516129032258,0.4125,0.027967741935483872,0.003428571428571429,0.0,0.0,9327773.85,14445529.991935484,20970040.6,25170508.322580647,26526593.4,28055564.387096774,27617656.0,0.0,0.0,12.41605,13.498967741935484,16.055166666666665,17.108709677419355,19.6314,23.358774193548385,24.224999999999998,0.0,0.0,14.7703,16.401935483870968,19.533399999999997,20.853870967741937,23.488333333333333,28.056354838709677,28.88214285714286,0.0,0.0,10.15985,10.64348387096774,12.817733333333333,13.733548387096775,16.34593333333333,19.30848387096774,19.895000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0,22.0,25.0,27.0,31.0,7.0,0.0,0.0,82.351,221.75666666666666,391.77933333333334,555.4276666666666,699.0396666666666,828.7063333333334,912.053,0.0,1.2853333333333332,3.3634999999999997,5.393999999999999,7.3335,9.2465,10.98,12.006,0.0,7.017449999999999,6.865387096774193,6.4857,5.905322580645161,5.475,4.944741935483871,4.735714285714286,0.0,5.82
PT16,15.134,1.382,2010,77.739,195.191,384.314,686.572,1036.07,1461.957,1824.865,0.0,0.0,33.169,228.281,361.85,438.27,482.798,526.731,528.93,0.0,0.0,18.7565,59.328857142857146,195.23554838709677,221.73603333333332,170.18364516129034,75.9768,-46.419363636363634,0.0,0.0,2.0730625,6.968285714285714,4.308677419354838,2.5473333333333334,1.4363870967741934,1.4644333333333335,0.09995454545454546,0.0,0.0,7078250.8828125,8549573.714285715,13631840.10483871,20155818.0,23811979.20967742,25502093.6,26955440.363636363,0.0,0.0,9.8586875,9.135285714285715,11.100741935483871,15.075266666666666,16.274129032258063,19.196233333333335,21.495818181818183,0.0,0.0,13.4418125,12.771392857142857,15.355774193548386,19.998233333333335,21.148774193548388,24.263733333333334,27.128545454545453,0.0,0.0,6.6499375,5.829357142857143,7.305677419354839,10.455566666666668,11.54374193548387,14.6832,16.541045454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,14.0,19.0,22.0,26.0,22.0,0.0,0.0,50.752,152.39933333333332,305.3826666666667,458.11466666666666,601.404,745.5653333333333,915.0970000000001,0.0,0.8925,2.699,5.02825,7.011666666666667,8.89925,10.999749999999999,12.926666666666668,0.0,5.2904375,5.369857142857143,5.277322580645161,4.806133333333333,4.333161290322581,4.13,3.6605909090909092,0.0,0.0,6.554
PT17,16.711,1.353,2010,0.0,117.348,346.549,680.975,1075.719,1542.459,2141.654,2281.047,0.0,0.0,158.854,269.123,337.79699999999997,364.798,379.157,379.569,379.585,0.0,0.0,49.421190476190475,162.99151612903225,146.3699,71.3078064516129,-72.9812,-265.81819354838706,-396.8544285714285,0.0,0.0,7.564476190476191,3.5570645161290324,2.289133333333333,0.871,0.47863333333333336,0.013290322580645162,0.002285714285714286,0.0,0.0,8919444.726190476,14432468.10483871,20308778.166666668,24566204.98387097,27113363.3,28267536.06451613,27578815.14285714,0.0,0.0,10.588,12.393580645161292,16.14753333333333,17.73367741935484,20.558,24.32887096774194,24.913285714285713,0.0,0.0,13.816761904761904,16.75706451612903,21.441433333333332,23.140612903225808,26.9207,32.06906451612903,33.080714285714286,0.0,0.0,7.370380952380952,8.459741935483871,11.433300000000001,12.742387096774193,15.380266666666667,18.002451612903226,18.037142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,5.0,19.0,19.0,26.0,27.0,31.0,7.0,0.0,0.0,79.6365,209.97733333333335,361.08166666666665,496.7673333333333,612.9899999999999,738.4830000000001,833.277,0.0,1.175,3.121,4.987666666666667,6.66,8.27875,9.88625,10.928,0.0,5.544714285714285,5.126096774193548,4.578,4.081774193548387,3.7984666666666667,3.266709677419355,3.079857142857143,0.0,10.598
PT18,14.978,1.496,2010,0.0,136.422,355.07099999999997,687.649,1082.809,1568.381,2198.469,2278.712,0.0,0.0,175.002,279.7,356.94100000000003,386.97,405.665,406.056,406.058,0.0,0.0,51.35361538461538,168.7892580645161,156.42196666666666,88.23529032258064,-52.02206666666667,-240.28387096774193,-360.66525,0.0,0.0,6.730846153846154,3.3773548387096777,2.5747,0.9686774193548388,0.6231666666666666,0.012612903225806452,0.0005,0.0,0.0,8541295.278846154,13944427.193548387,20132101.666666668,24376112.66129032,26312518.6,28312165.741935484,27665372.5,0.0,0.0,10.231307692307693,12.053193548387096,16.085933333333333,17.747096774193547,21.185733333333335,25.325419354838708,25.06075,0.0,0.0,13.807115384615384,16.779967741935483,21.6026,23.447064516129032,27.772933333333334,33.32132258064516,33.33925,0.0,0.0,6.872230769230769,7.869612903225806,11.081966666666666,12.350903225806452,15.4957,18.401806451612902,17.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,7.0,18.0,20.0,25.0,26.0,31.0,4.0,0.0,0.0,76.649,203.88466666666667,353.463,489.0493333333334,613.342,750.6406666666667,848.093,0.0,1.2256666666666665,3.245,5.215,6.994,8.7275,10.48025,0.0,0.0,6.15876923076923,5.951741935483871,5.483333333333333,4.928354838709677,4.489933333333334,3.793709677419355,3.58125,0.0,11.46
PT11,15.187,1.25,2011,136.432,261.74399999999997,455.313,796.6469999999999,1197.041,1601.327,1717.767,0.0,14.597,245.541,413.545,495.807,577.685,645.659,651.148,663.546,0.0,6.303999999999999,167.14309677419354,272.3260357142857,333.217935483871,318.4962,298.8556451612903,193.6912,101.95577777777778,0.0,4.1695,7.7173225806451615,6.000142857142857,2.6536129032258065,2.7292666666666667,2.192709677419355,0.18296666666666667,1.3775555555555554,0.0,3.1519999999999997,6588822.366935484,10312995.919642856,14284874.85483871,20756899.55,23539906.48387097,26595707.033333335,21675592.222222224,0.0,4254032.375,8.92158064516129,9.475428571428571,11.244161290322582,16.3778,17.915935483870967,18.4762,17.93777777777778,0.0,12.2985,12.091677419354838,13.697107142857144,15.355580645161291,21.4673,22.485612903225807,23.233333333333334,21.834,0.0,14.3015,6.139387096774193,5.812392857142858,7.387838709677419,11.652866666666666,13.223612903225806,13.665833333333333,14.47588888888889,0.0,10.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,16.0,20.0,22.0,20.0,27.0,7.0,0.0,1.0,121.84733333333334,308.74766666666665,496.14033333333333,680.237,848.6903333333333,1012.1850000000001,1129.698,0.0,1.61225,4.10475,6.5395,8.670333333333334,10.67475,12.98675,14.562,0.0,6.733741935483871,6.628607142857143,6.233774193548387,5.765166666666667,5.476870967741936,4.743433333333333,4.488444444444444,0.0,6.1245,3.503
PT15,14.07,1.483,2011,0.0,162.766,423.03000000000003,788.5070000000001,1226.949,1702.84,2215.106,2330.154,0.0,0.0,50.274,131.191,207.618,290.99399999999997,294.617,295.07099999999997,303.85,0.0,0.0,14.601099999999999,26.844774193548382,-35.41786666666667,-55.78035483870968,-160.1337,-339.56261290322584,-436.5394285714286,0.0,0.0,2.5137,2.610225806451613,2.5475666666666665,2.6895483870967745,0.12076666666666666,0.01464516129032258,1.2541428571428572,0.0,0.0,12610748.4,16817638.322580647,21685985.166666668,23284373.919354837,28024561.533333335,28146725.612903226,23611612.285714287,0.0,0.0,13.138300000000001,13.395612903225807,17.182566666666666,19.143290322580647,20.86303333333333,21.524709677419352,21.43542857142857,0.0,0.0,16.600050000000003,16.587612903225807,20.886666666666667,22.523548387096774,25.309666666666665,26.138322580645163,25.53842857142857,0.0,0.0,10.0223,10.352290322580645,13.728133333333334,15.918225806451614,16.984433333333335,17.661451612903225,18.50485714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,19.0,20.0,20.0,29.0,31.0,6.0,0.0,0.0,95.31049999999999,250.513,427.13466666666665,589.2476666666666,735.491,867.9993333333333,952.77,0.0,1.2646666666666666,3.4770000000000003,5.491666666666667,7.42225,9.481,11.27,12.361,0.0,6.57835,6.566064516129033,6.144466666666667,6.082645161290323,5.386066666666666,4.873741935483872,5.091857142857143,0.0,6.359
PT16,15.134,1.382,2011,41.195,187.534,396.589,755.471,1173.79,1604.241,1915.27,0.0,0.0,21.022000000000002,148.598,211.63400000000001,304.764,381.072,387.642,392.689,0.0,0.0,-0.3030000000000001,36.21039285714286,72.83777419354838,34.2656,16.12038709677419,-81.93533333333333,-213.15445454545454,0.0,0.0,1.3138750000000001,4.556285714285714,2.03341935483871,3.1043333333333334,2.461548387096774,0.219,0.2294090909090909,0.0,0.0,9371808.390625,11048210.625,14768325.774193548,20582058.066666666,23229889.48387097,27329174.366666667,25754177.09090909,0.0,0.0,7.53175,10.226392857142857,11.743709677419355,16.962733333333333,18.49416129032258,19.348366666666667,19.137681818181818,0.0,0.0,11.9250625,14.972107142857142,16.093225806451613,22.456766666666667,23.42361290322581,24.877266666666667,24.134045454545454,0.0,0.0,4.1153125,6.2177500000000006,7.795419354838709,11.970400000000001,13.911064516129032,14.113,14.69909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,19.0,22.0,18.0,27.0,21.0,0.0,0.0,53.043,159.397,317.14866666666666,468.94233333333335,612.8743333333333,764.4383333333334,935.9163333333332,0.0,0.8895,2.6207499999999997,4.87175,6.8069999999999995,8.72975,10.941,12.895333333333333,0.0,5.083125,5.214035714285714,4.917322580645162,4.538733333333334,4.41158064516129,3.7520666666666664,3.5836818181818177,0.0,0.0,7.781
PT17,16.711,1.353,2011,0.0,147.733,383.593,771.57,1234.957,1716.9,2230.683,2346.795,0.0,0.0,67.261,135.066,230.236,308.633,315.161,315.85,322.916,0.0,0.0,24.785333333333337,32.49212903225806,-24.715366666666668,-53.70183870967741,-158.2287,-346.99738709677416,-455.7761428571429,0.0,0.0,3.2029047619047617,2.187258064516129,3.1723333333333334,2.528935483870968,0.2176,0.022225806451612904,1.0094285714285713,0.0,0.0,11330118.88095238,16089131.387096774,20904161.433333334,23153098.677419353,27821672.433333334,27740584.387096774,22097027.285714287,0.0,0.0,12.034904761904762,12.608387096774194,17.932566666666666,19.947967741935482,21.064766666666667,21.573645161290322,21.58742857142857,0.0,0.0,16.53514285714286,17.479387096774193,23.786800000000003,25.48716129032258,27.632933333333334,28.297129032258066,26.999142857142857,0.0,0.0,8.071904761904761,8.338451612903226,12.887366666666667,15.108935483870969,15.353133333333334,16.279709677419355,17.664571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,12.0,20.0,21.0,19.0,27.0,31.0,6.0,0.0,0.0,80.059,211.962,360.583,491.68333333333334,611.0023333333334,741.3796666666667,839.315,0.0,1.1123333333333332,3.0085,4.775666666666667,6.46275,8.232000000000001,9.9575,11.057,0.0,4.948190476190477,4.798677419354839,4.448566666666666,4.421516129032258,3.7282333333333333,3.410322580645161,3.7351428571428573,0.0,12.258
PT18,14.978,1.496,2011,0.0,158.24699999999999,387.632,775.082,1241.759,1738.335,2282.709,2347.713,0.0,0.0,69.269,139.799,232.392,308.337,314.328,314.742,321.503,0.0,0.0,13.011076923076924,30.551354838709678,-25.86296666666667,-56.54916129032258,-164.09026666666665,-356.2854516129032,-458.57225,0.0,0.0,2.664192307692308,2.275161290322581,3.0864333333333334,2.4498387096774197,0.1997,0.013354838709677418,1.69025,0.0,0.0,11594003.759615384,15522532.14516129,20531091.466666665,22995188.225806452,27917605.266666666,27995915.16129032,21563634.5,0.0,0.0,11.086423076923078,12.399516129032257,17.915000000000003,20.05409677419355,21.552533333333333,22.560451612903226,21.250999999999998,0.0,0.0,16.629269230769232,17.366064516129033,23.91036666666667,25.83458064516129,28.453133333333334,29.714645161290324,26.986,0.0,0.0,6.434153846153847,8.034935483870967,12.452766666666665,14.790903225806453,15.271700000000001,16.498612903225805,17.0345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,18.0,19.0,20.0,20.0,27.0,31.0,3.0,0.0,0.0,75.95150000000001,202.28833333333333,347.5406666666666,480.89466666666664,613.2123333333334,756.9573333333333,857.822,0.0,1.1256666666666668,3.0645000000000002,4.898666666666666,6.67975,8.60725,10.4505,0.0,0.0,5.759615384615385,5.663064516129032,5.3097666666666665,5.195161290322581,4.4064000000000005,3.8931290322580643,4.32475,0.0,12.337
PT11,15.187,1.25,2012,107.683,190.344,417.983,588.985,920.651,1294.941,1391.47,0.0,5.96,40.934,44.038,67.739,208.535,410.491,479.69599999999997,488.289,0.0,0.503,15.234193548387099,-14.928655172413793,-62.27761290322581,-85.57563333333333,76.75741935483872,38.31676666666667,-8.973374999999997,0.0,-0.9279999999999999,1.3042258064516128,0.1070344827586207,0.7645483870967742,4.6932,6.514709677419355,2.306833333333333,1.074125,0.0,0.2515,8273237.95967742,13035839.827586208,17681152.758064516,17184726.775,21345625.403225806,22631241.033333335,23799540.5,0.0,6011472.625,8.281387096774194,7.711862068965518,12.343193548387097,10.700066666666666,15.698903225806452,17.476333333333333,17.066125,0.0,7.98,12.986967741935484,13.148827586206897,17.740903225806452,13.9198,19.645032258064514,21.134333333333334,20.755375,0.0,12.271,4.732064516129032,3.2452068965517245,7.466774193548387,7.642366666666667,11.814161290322582,13.496966666666667,13.247,0.0,3.636,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,28.0,27.0,11.0,15.0,14.0,6.0,0.0,2.0,110.98,284.37433333333337,464.41333333333336,644.2063333333333,808.8026666666666,963.0889999999999,1074.7549999999999,0.0,1.5155,3.8687499999999995,6.205,8.626999999999999,10.655333333333333,12.60125,14.137,0.0,5.682709677419354,5.4542758620689655,5.229064516129032,5.4177333333333335,5.8865483870967745,5.592366666666666,5.257625,0.0,5.6395,3.463
