adm_id,awc,bulk_density,year,max_cum_gdd1,max_cum_gdd2,max_cum_gdd3,max_cum_gdd4,max_cum_gdd5,max_cum_gdd6,max_cum_gdd7,max_cum_prec1,max_cum_prec2,max_cum_prec3,max_cum_prec4,max_cum_prec5,max_cum_prec6,max_cum_prec7,mean_cum_cwb1,mean_cum_cwb2,mean_cum_cwb3,mean_cum_cwb4,mean_cum_cwb5,mean_cum_cwb6,mean_cum_cwb7,mean_prec1,mean_prec2,mean_prec3,mean_prec4,mean_prec5,mean_prec6,mean_prec7,mean_rad1,mean_rad2,mean_rad3,mean_rad4,mean_rad5,mean_rad6,mean_rad7,mean_tavg1,mean_tavg2,mean_tavg3,mean_tavg4,mean_tavg5,mean_tavg6,mean_tavg7,mean_tmax1,mean_tmax2,mean_tmax3,mean_tmax4,mean_tmax5,mean_tmax6,mean_tmax7,mean_tmin1,mean_tmin2,mean_tmin3,mean_tmin4,mean_tmin5,mean_tmin6,mean_tmin7,tmin<0p1,tmin<0p2,tmin<0p3,tmin<0p4,tmin<0p5,tmin<0p6,tmin<0p7,tmax>35p1,tmax>35p2,tmax>35p3,tmax>35p4,tmax>35p5,tmax>35p6,tmax>35p7,prec<1p1,prec<1p2,prec<1p3,prec<1p4,prec<1p5,prec<1p6,prec<1p7,max_cum_fpar1,max_cum_fpar2,max_cum_fpar3,max_cum_fpar4,max_cum_fpar5,max_cum_fpar6,max_cum_fpar7,max_cum_ndvi1,max_cum_ndvi2,max_cum_ndvi3,max_cum_ndvi4,max_cum_ndvi5,max_cum_ndvi6,max_cum_ndvi7,mean_ssm1,mean_ssm2,mean_ssm3,mean_ssm4,mean_ssm5,mean_ssm6,mean_ssm7,yield
CN052,13.061,1.533,2006,0.2889999999999997,1.8170000000000002,48.30500000000001,217.445,440.609,718.269,789.9,2.879,72.729,138.351,210.014,363.387,639.282,662.6610000000001,-5.926125,0.8596071428571431,9.717193548387097,-27.16306666666667,-28.984677419354842,96.55033333333333,168.65149999999997,0.359875,2.494642857142857,2.1168387096774195,2.3887666666666667,4.947516129032258,9.196499999999999,3.8965,12478373.6875,8996216.401785715,13189367.967741935,18283815.966666665,18482383.85483871,15855297.55,19088859.0,6.074125,5.672035714285714,10.141225806451612,15.360999999999999,17.163516129032256,19.255333333333333,21.9385,12.31625,10.4295,15.547935483870967,21.1559,22.088967741935484,23.134866666666667,25.67533333333333,0.957375,2.1791071428571427,5.664612903225807,10.336733333333333,12.603064516129033,16.0237,18.669166666666666,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,10.0,12.0,11.0,1.0,2.0,0.0,72.123,154.04,246.81,347.051,481.918,539.46,0.355,1.701,3.154,4.377,6.237,8.644,9.401,7.792,7.856428571428571,7.7381290322580645,7.401333333333333,7.349548387096775,7.7809,7.739,4.582
CN053,12.971,1.41,2006,1.1500000000000004,24.809999999999995,148.203,350.856,575.569,850.477,1002.184,0.089,34.745,68.481,121.299,276.258,526.769,676.318,-2.635,-26.997642857142857,-85.94109677419355,-193.75826666666666,-252.67425806451612,-126.35593333333333,-16.340066666666655,0.089,1.2377142857142858,1.0882580645161288,1.7606,4.998677419354839,8.350366666666666,9.969933333333334,17226086.0,14721018.285714285,19859509.19354839,21698227.0,20027110.048387095,17748171.9,18007604.933333334,11.15,10.423,13.647,16.755100000000002,17.230483870967742,19.1636,20.1138,18.856,16.40625,20.231935483870966,23.028766666666666,22.604322580645164,23.321833333333334,24.2842,4.949,5.345,7.63874193548387,11.0796,12.717096774193548,15.774766666666666,16.989733333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,20.0,18.0,13.0,1.0,0.0,0.0,112.63900000000001,216.238,305.404,393.309,520.271,638.35,0.0,1.889,3.6189999999999998,4.865,6.596,8.844,10.296,7.53,7.457928571428572,7.00516129032258,6.560066666666667,6.747129032258065,7.390466666666667,7.725733333333333,3.82
CN054,13.005,1.461,2006,0.0,0.0,0.0,0.0,7.879,90.231,148.885,0.0,91.657,169.5,322.749,453.781,595.48,669.816,-2.227,-4.455392857142857,18.405290322580644,60.94056666666666,58.86612903225806,91.21783333333333,120.88378571428572,0.0,3.2734642857142857,2.5110645161290326,5.1083,4.22683870967742,4.7233,5.309714285714286,19470520.0,18025117.35714286,21214600.51612903,22834323.633333333,23092168.129032258,21002846.566666666,21056139.85714286,1.677,1.9575,2.155548387096774,4.302133333333333,8.736677419354839,12.745066666666666,14.189571428571428,9.58,7.159678571428572,7.060774193548387,9.114666666666666,14.038225806451614,17.845133333333333,18.90492857142857,-4.923,-3.832035714285714,-2.9629999999999996,-0.3197,3.9107741935483875,8.547066666666666,10.196928571428572,1.0,28.0,31.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,12.0,7.0,6.0,2.0,0.0,0.0,61.783,124.223,194.792,287.10699999999997,413.982,511.53700000000003,0.0,1.203,2.452,3.309,4.813,6.39,7.302,5.896,5.903,5.867967741935484,5.9076,5.974322580645161,6.1506,6.364928571428572,5.015
CN061,12.801,1.465,2006,0.0,0.0,20.278,185.192,480.721,921.84,1153.846,0.0,21.009,32.989000000000004,60.511,137.426,186.896,259.355,0.0,-11.624518518518519,-61.05148387096774,-165.47306666666665,-259.8821612903226,-374.10523333333333,-426.4963571428571,0.0,0.7781111111111111,0.3864516129032258,0.9174,2.481129032258065,1.649,5.175642857142857,0.0,12258917.925925925,18100970.5,20709710.75,21972949.93548387,23721907.5,21720159.64285714,0.0,1.3954074074074074,8.026709677419355,14.980733333333335,19.533193548387096,24.703966666666666,26.57185714285714,0.0,6.6284074074074075,14.838225806451613,21.691466666666667,26.023612903225807,30.91866666666667,31.546142857142858,0.0,-3.552407407407407,1.2218064516129032,7.763866666666667,12.807322580645161,17.9754,21.749285714285715,0.0,24.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,22.0,28.0,23.0,18.0,21.0,5.0,0.0,35.027,107.184,206.442,313.35699999999997,424.882,520.526,0.0,0.911,2.052,3.09,4.719,6.298,7.238,0.0,4.386925925925926,4.151032258064515,3.840533333333333,3.927516129032258,3.522066666666667,4.2855,4.037
CN062,12.84,1.465,2006,0.0,0.0,0.3019999999999996,67.339,251.94899999999998,580.359,844.832,0.0,11.962,21.07,36.733,81.987,109.03999999999999,184.347,0.0,-8.918263157894737,-55.34532258064516,-152.8489,-267.08693548387095,-408.24103333333335,-512.9250952380952,0.0,0.629578947368421,0.29380645161290325,0.5221,1.4598064516129032,0.9017666666666667,3.586047619047619,0.0,14263234.368421054,19236331.225806452,22062892.9,23357948.93548387,23875033.7,19829291.64285714,0.0,-2.1074210526315786,3.2452580645161286,10.796733333333332,15.792387096774194,20.947,22.59395238095238,0.0,3.538105263157895,9.865903225806452,17.587966666666667,22.372387096774194,27.266666666666666,27.784285714285716,0.0,-7.581736842105263,-3.485290322580645,3.493666666666667,8.865419354838709,14.039666666666667,17.64842857142857,0.0,19.0,29.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,29.0,24.0,20.0,23.0,4.0,0.0,18.488,47.088,87.549,158.613,266.85,395.17,0.0,0.387,0.927,1.403,2.47,3.9010000000000002,5.08,0.0,3.6131052631578946,3.270064516129032,2.8884666666666665,3.011451612903226,2.497466666666667,3.337380952380953,4.222
CN063,13.39,1.445,2006,0.0,0.0,0.0,9.593000000000002,89.969,269.135,473.43,0.0,11.316,19.462,49.995,103.64399999999999,143.392,201.849,0.0,-7.932777777777777,-52.761645161290325,-131.0541,-204.4631935483871,-298.50626666666665,-377.0272380952381,0.0,0.6286666666666667,0.2627741935483871,1.0177666666666665,1.7306129032258064,1.3249333333333335,2.7836666666666665,0.0,15198263.555555556,20013637.451612905,22413756.633333333,24032736.129032258,22728743.633333333,20886231.476190478,0.0,-3.029611111111111,1.3550967741935482,6.768433333333333,11.838870967741935,15.963833333333334,19.728333333333335,0.0,2.2989444444444445,7.6202903225806455,13.212333333333333,18.144516129032258,21.65576666666667,25.184380952380952,0.0,-8.2385,-5.03316129032258,0.25516666666666665,5.521612903225806,10.224866666666665,14.397190476190477,0.0,18.0,31.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,30.0,20.0,23.0,16.0,8.0,0.0,17.487000000000002,44.499,85.797,163.597,278.807,397.683,0.0,0.244,0.746,1.196,2.114,3.405,4.428,0.0,4.375888888888889,4.198193548387097,4.0595,4.018709677419355,3.741333333333333,3.940666666666667,7.407
CN064,12.016,1.441,2006,0.0,0.0,3.667,108.257,352.568,736.808,1002.059,0.0,6.792,10.586,15.947,51.842999999999996,69.598,111.303,0.0,-17.07442857142857,-78.31887096774194,-200.52156666666667,-343.71432258064516,-511.45876666666663,-623.2297777777778,0.0,0.3234285714285714,0.12238709677419354,0.1787,1.1579354838709677,0.5918333333333333,2.3169444444444443,0.0,14386415.904761905,19237636.096774194,21897788.533333335,23682583.16129032,25108543.6,22452178.722222224,0.0,-0.9699047619047618,4.825903225806452,12.537299999999998,17.843903225806454,22.808,24.736166666666666,0.0,4.803904761904762,11.763548387096774,19.543966666666666,24.50332258064516,29.5721,30.543444444444447,0.0,-6.59547619047619,-2.161483870967742,4.936333333333334,10.712774193548388,15.446966666666667,19.019833333333334,0.0,21.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,31.0,29.0,23.0,24.0,9.0,0.0,17.104,41.007000000000005,72.686,133.761,236.736,325.531,0.0,0.313,0.729,1.085,1.954,3.282,3.961,0.0,3.826380952380952,3.301290322580645,2.7916666666666665,2.9898387096774193,2.1581333333333332,3.377944444444444,6.966
CN065,13.176,1.431,2006,0.0,0.0,0.0,75.122,278.192,620.675,925.8589999999999,0.0,10.799,30.176,77.699,123.135,170.767,209.509,0.0,-2.9183999999999997,-26.944774193548387,-69.45886666666667,-153.5160322580645,-277.66453333333334,-395.45992,0.0,0.7199333333333333,0.6250645161290322,1.5840999999999998,1.4656774193548388,1.5877333333333332,1.54968,0.0,12104451.7,16526063.387096774,20898454.366666667,23888916.35483871,24249960.333333332,23602349.2,0.0,-4.795,2.7900000000000005,11.0185,16.455161290322582,21.416099999999997,22.207359999999998,0.0,0.8363999999999999,8.783999999999999,17.057233333333333,22.25477419354839,26.840866666666667,27.43148,0.0,-10.1562,-3.265,4.326899999999999,10.179806451612903,15.728166666666668,16.90452,0.0,15.0,27.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,24.0,17.0,18.0,16.0,12.0,0.0,5.664,31.224,75.387,150.259,270.8,420.405,0.0,0.34099999999999997,0.994,1.569,2.659,4.216,5.561,0.0,3.849066666666667,3.729064516129032,3.6108666666666664,3.412258064516129,3.198666666666667,3.1645999999999996,7.161
CN011,14.819,1.511,2007,0.0,0.0,0.0,71.146,369.969,796.148,985.29,0.0,2.544,47.936,64.613,110.309,178.707,225.8,0.0,-20.46257692307692,-32.67374193548387,-102.38903333333333,-229.44251612903224,-342.5364666666667,-370.4766153846154,0.0,0.09784615384615385,1.464258064516129,0.5559,1.4740645161290322,2.279933333333333,3.6225384615384617,0.0,12416036.557692308,15389164.322580645,20014199.933333334,23298784.387096774,21597269.533333335,20911100.923076924,0.0,1.4187692307692308,3.484741935483871,11.724066666666666,19.639451612903226,24.205966666666665,24.549384615384614,0.0,7.594846153846154,8.82716129032258,18.264599999999998,26.226612903225806,29.997,29.539,0.0,-3.958076923076923,-1.4000322580645161,5.380933333333333,12.856935483870968,18.215,19.602615384615383,0.0,25.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,24.0,27.0,26.0,21.0,5.0,0.0,21.409,57.683,111.019,190.631,305.35699999999997,415.981,0.0,0.5549999999999999,1.339,2.076,3.575,5.390000000000001,6.727,0.0,3.8611153846153843,4.090387096774194,3.7616333333333336,3.425225806451613,3.5315,3.950076923076923,5.507
CN012,14.794,1.439,2007,0.0,0.0,4.551,129.837,489.684,956.811,1164.975,0.0,0.643,55.632000000000005,65.744,130.185,218.048,260.197,0.0,-22.58208,-35.54538709677419,-118.2825,-266.5660322580645,-393.34666666666664,-401.6880769230769,0.0,0.02572,1.7738387096774195,0.3370666666666667,2.078741935483871,2.9287666666666667,3.2422307692307695,0.0,12492355.38,15504742.338709677,20913537.216666665,23289166.0,21705174.733333334,21425187.769230768,0.0,3.3914,5.272322580645161,14.055466666666666,21.607967741935482,25.570899999999998,26.012615384615383,0.0,9.94792,10.678838709677418,20.3295,28.118903225806452,31.306533333333334,30.927384615384614,0.0,-2.35876,0.4846129032258065,8.087266666666666,15.278903225806452,20.156366666666667,21.625615384615383,0.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,25.0,22.0,27.0,23.0,23.0,8.0,0.0,20.881,61.954,135.403,230.401,338.952,446.123,0.0,0.336,0.927,1.7770000000000001,3.2520000000000002,4.761,6.045,0.0,4.06148,4.506483870967742,3.8340666666666667,3.320709677419355,3.538733333333333,4.528384615384615,5.246
CN013,14.781,1.481,2007,0.0,0.0,1.7019999999999982,84.969,389.662,811.81,1006.945,0.0,4.542,54.690999999999995,68.081,122.152,191.124,224.798,0.0,-19.92656,-30.086612903225806,-113.3361,-247.92593548387097,-370.31146666666666,-406.1596153846154,0.0,0.18167999999999998,1.617709677419355,0.44633333333333336,1.7442258064516127,2.299066666666667,2.590307692307692,0.0,12926131.02,15938812.75,20997224.233333334,23506016.35483871,22081837.766666666,22462286.615384616,0.0,2.51076,4.549870967741935,12.4315,19.828806451612902,24.0716,25.010384615384616,0.0,8.81252,10.040483870967742,18.829833333333333,26.264935483870968,29.8745,30.307307692307692,0.0,-3.1557999999999997,-0.36983870967741933,6.2832333333333334,13.396516129032259,18.492,20.073384615384615,0.0,23.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,23.0,25.0,22.0,20.0,4.0,0.0,29.043,85.96600000000001,167.438,258.968,365.817,472.024,0.0,0.738,1.725,2.665,4.141,5.826,7.085,0.0,4.12016,4.446,3.9535666666666667,3.5949999999999998,3.6546333333333334,4.0826153846153845,5.092
CN014,14.597,1.473,2007,0.0,0.0,7.371,58.057,304.893,645.856,827.057,0.0,11.159,57.793,83.33800000000001,123.936,180.44299999999998,202.982,0.0,-16.51936,-26.255419354838715,-106.24426666666666,-229.2296129032258,-351.616,-409.522,0.0,0.44636000000000003,1.5043225806451612,0.8514999999999999,1.3096129032258064,1.8835666666666666,1.6099285714285714,0.0,13351696.29,16387281.040322581,21413662.033333335,24192745.612903226,21754292.2,22851840.0,0.0,1.6315600000000001,3.5663225806451613,10.329433333333332,17.962451612903227,21.365433333333332,22.942928571428574,0.0,7.634919999999999,8.957870967741936,16.912466666666667,24.616193548387095,27.2681,28.52657142857143,0.0,-4.08656,-1.4346774193548388,3.8487,10.795903225806452,15.566433333333332,17.278357142857143,0.0,25.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,20.0,25.0,26.0,17.0,6.0,0.0,19.945999999999998,53.128,94.849,149.231,238.673,332.74,0.0,0.542,1.24,1.8559999999999999,2.914,4.552,5.603,0.0,4.64124,4.876935483870968,4.5256,4.151419354838709,4.1262,4.252928571428571,5.04
CN015,13.312,1.479,2007,0.0,0.0,0.0,22.895000000000003,201.85500000000002,571.126,744.229,0.0,4.646,29.782,47.205,81.687,127.026,187.885,0.0,-11.584999999999999,-40.78329032258064,-104.43606666666666,-236.54048387096773,-369.66816666666665,-432.53085714285714,0.0,0.20199999999999999,0.8108387096774193,0.5807666666666667,1.1123225806451613,1.5112999999999999,4.347071428571428,0.0,12285628.739130436,15827393.58064516,20512958.666666668,21917224.35483871,23204638.0,20203311.57142857,0.0,-4.93795652173913,-2.3596451612903224,7.350533333333333,15.772903225806452,22.309033333333332,22.3645,0.0,1.603,3.1108387096774193,13.6181,22.12961290322581,28.5505,27.4175,0.0,-10.918347826086958,-7.415774193548388,0.8923333333333333,9.068129032258065,15.932033333333333,17.45207142857143,0.0,23.0,31.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,24.0,26.0,19.0,18.0,5.0,0.0,26.966,67.396,108.116,159.37,250.115,345.847,0.0,0.5740000000000001,1.327,1.92,2.911,4.353,5.382,0.0,4.079434782608695,4.12941935483871,3.979233333333333,3.6503548387096774,3.5554666666666668,4.224142857142858,5.666
CN021,14.162,1.52,2007,0.0,0.0,0.0,31.618000000000002,245.237,637.215,796.4879999999999,0.0,9.108,72.335,96.242,153.966,197.101,320.451,0.0,-16.54692307692308,-13.313709677419352,-61.50013333333333,-171.6271935483871,-291.8666,-294.0948461538461,0.0,0.3503076923076923,2.0395806451612906,0.7969,1.8620645161290323,1.4378333333333333,9.48846153846154,0.0,12296134.038461538,15822743.435483871,20231461.6,21920355.951612905,23260843.283333335,16995492.076923076,0.0,-0.786,0.26706451612903226,8.8141,16.89093548387097,23.06593333333333,22.251769230769234,0.0,5.060384615384615,5.437354838709677,14.726633333333332,22.8671935483871,28.846466666666668,26.079076923076926,0.0,-6.295807692307692,-4.218354838709677,2.9246,11.021483870967742,17.5034,19.08623076923077,0.0,26.0,28.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,22.0,18.0,24.0,2.0,0.0,24.031,60.76,103.748,170.97,294.126,419.08799999999997,0.0,0.622,1.42,2.094,3.417,5.285,6.68,0.0,4.8175,4.9968387096774185,4.795433333333333,4.453354838709678,4.061366666666666,5.527692307692307,5.843
CN022,13.895,1.483,2007,0.0,0.0,0.0,24.384,171.38400000000001,548.743,706.076,0.0,11.701,63.117000000000004,92.511,150.071,178.88400000000001,279.054,0.0,-9.860357142857143,-18.099612903225804,-48.455733333333335,-145.10025806451614,-253.1189666666667,-290.6021428571429,0.0,0.4178928571428572,1.6585806451612901,0.9798000000000001,1.8567741935483872,0.9604333333333333,7.155,0.0,11559809.107142856,15487396.129032258,19720163.933333334,20566937.80645161,23549561.5,17297619.0,0.0,-5.073571428571428,-2.7918387096774193,6.590133333333333,14.741935483870968,22.578633333333336,21.238071428571427,0.0,0.6172500000000001,2.162387096774194,12.214933333333333,20.43983870967742,28.238433333333333,25.15892857142857,0.0,-10.946678571428572,-7.6404516129032265,0.8995333333333332,9.012290322580645,16.89196666666667,17.887714285714285,0.0,28.0,31.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,23.0,20.0,21.0,4.0,0.0,34.549,70.773,110.184,165.893,277.171,402.443,0.0,0.778,1.58,2.243,3.466,5.175,6.539,0.0,5.346178571428572,5.376387096774193,5.3271,5.003935483870968,4.5347333333333335,5.626071428571429,6.169
CN023,14.269,1.486,2007,0.0,0.0,0.0,17.114,119.253,453.69399999999996,595.547,0.0,16.661,61.883,92.676,170.737,222.478,251.605,0.0,-0.33635714285714274,-0.38019354838709707,-23.62026666666667,-85.62922580645161,-148.862,-217.78091666666668,0.0,0.5950357142857143,1.458774193548387,1.0264333333333333,2.5180967741935483,1.7247,2.42725,0.0,10528952.80357143,14675889.274193548,19206335.066666666,18539136.322580647,22864124.5,20508991.083333332,0.0,-10.088142857142858,-5.336774193548387,5.3440666666666665,13.255354838709676,21.148033333333334,21.821083333333334,0.0,-3.9095714285714287,-0.24138709677419357,11.1129,18.63416129032258,26.676033333333333,26.69175,0.0,-16.345607142857144,-10.508645161290321,-0.6847333333333333,7.735612903225807,15.543066666666666,17.24,0.0,28.0,31.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,23.0,23.0,15.0,16.0,3.0,0.0,26.565,53.402,86.668,140.303,258.028,389.616,0.0,0.77,1.571,2.302,3.567,5.581,7.021,0.0,5.363428571428571,5.495258064516129,5.4863,5.373645161290322,4.954666666666667,5.12,3.921
CN031,12.706,1.42,2007,0.0,13.859,81.748,213.127,562.403,978.175,0.0,4.383,54.455,152.992,259.896,306.96,450.749,0.0,-5.452000000000001,-19.445857142857143,2.740870967741932,-13.843233333333337,-56.05493548387097,-72.01746666666666,0.0,0.36525,1.7882857142857145,3.178612903225807,3.5634666666666663,1.5181935483870967,4.7929666666666675,0.0,11710607.833333334,13484530.0,14914961.266129032,18460733.416666668,21134482.725806452,16704861.133333333,0.0,4.9262500000000005,8.586714285714285,10.750645161290322,14.3221,21.26696774193548,23.859066666666667,0.0,8.970333333333334,13.03617857142857,14.72732258064516,18.800366666666665,25.620322580645162,26.954733333333333,0.0,1.2385,4.492928571428571,7.002774193548388,10.065333333333333,17.046419354838708,21.3684,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,20.0,21.0,24.0,12.0,0.0,22.375,111.469,230.449,355.315,456.655,553.622,0.0,0.323,1.987,3.934,5.527,7.102,7.749,0.0,6.18825,6.279071428571428,6.5318387096774195,6.303966666666667,5.8103870967741935,6.1174333333333335,0.0,6.41
CN032,13.994,1.439,2007,0.0,0.3390000000000004,55.449,203.125,579.218,1005.326,1190.044,0.031,43.666,111.45,162.678,221.69,342.84000000000003,581.665,-1.965,-7.536142857142857,-0.5512903225806475,-57.68586666666667,-141.257,-218.79233333333335,-70.40850000000002,0.031,1.5583928571428571,2.1865806451612904,1.7075999999999998,1.9036129032258065,4.038333333333333,19.902083333333334,13392869.0,12352760.08482143,15450799.25,19748011.033333335,22891797.56451613,18596474.466666665,14561240.666666666,2.893,6.97725,9.645483870967741,14.888133333333334,22.132032258064516,24.2036,25.39316666666667,10.075,12.158035714285715,14.633935483870967,20.411133333333336,27.789225806451615,28.436766666666664,28.58366666666667,-2.501,2.4062142857142854,4.986677419354838,9.510299999999999,16.61458064516129,20.443766666666665,22.751416666666668,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,21.0,24.0,22.0,15.0,2.0,0.0,104.762,250.67,433.89099999999996,591.899,707.3,810.417,0.0,1.7229999999999999,4.023,5.968,8.173,9.633,10.804,5.45,5.625678571428572,5.6699032258064515,5.236566666666667,4.815870967741936,5.008566666666667,6.429333333333333,5.042
CN033,12.565,1.447,2007,0.0,26.657999999999998,119.484,269.728,646.849,934.798,0.0,35.072,93.731,212.205,347.373,450.39,613.018,0.0,11.895263157894737,4.115892857142858,37.901709677419355,51.256433333333334,54.76629032258065,102.24863636363638,0.0,1.8458947368421055,2.0949642857142856,3.821741935483871,4.5056,3.3231290322580644,7.392181818181817,0.0,9535612.131578946,13011890.8125,14467142.790322581,16958478.375,20186036.19354839,14823753.681818182,0.0,5.2352105263157895,9.717857142857143,11.793709677419356,14.981466666666668,22.165193548387098,23.08859090909091,0.0,9.162947368421053,14.690678571428572,16.03293548387097,19.654433333333333,26.887967741935487,26.23068181818182,0.0,1.6541052631578947,5.143535714285714,7.761709677419355,10.498,17.64603225806452,20.558818181818182,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,18.0,16.0,18.0,3.0,0.0,21.689,101.416,200.55499999999998,312.188,425.513,549.402,0.0,0.8500000000000001,2.778,4.777,6.449,8.659,10.613,0.0,7.174157894736842,7.1559285714285705,7.378032258064516,7.2203333333333335,6.892258064516129,7.356681818181818,0.0,4.229
CN034,13.843,1.492,2007,0.0,4.5,74.513,244.415,647.84,1091.236,1219.211,0.0,56.789,137.656,211.707,297.384,426.027,576.284,-4.447,-7.873499999999999,15.951258064516132,-20.085666666666665,-91.62858064516129,-140.5596,-49.503375,0.0,2.0281785714285716,2.6086129032258065,2.468366666666667,2.763774193548387,4.2881,18.782125,14068697.666666666,11912277.09375,15097548.088709677,19519756.233333334,22642541.0,18521055.8,13715874.5,4.655666666666666,7.753142857142857,10.367774193548387,15.637966666666667,23.013709677419353,24.779866666666667,25.996875,11.961666666666666,12.872535714285714,15.203096774193549,21.1133,28.553677419354837,28.9266,28.985375,-1.0313333333333334,3.1005000000000003,5.830935483870968,10.254766666666667,17.39309677419355,21.094299999999997,23.61975,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,21.0,22.0,23.0,15.0,0.0,0.0,107.345,250.612,418.474,561.987,683.742,733.629,0.0,1.72,3.786,5.651,7.707,9.318999999999999,9.999,5.860666666666667,6.088464285714286,6.203967741935484,5.827299999999999,5.384935483870968,5.676166666666666,7.169625,3.519
CN035,11.511,1.369,2007,5.434999999999999,83.904,219.356,407.061,783.471,826.473,0.0,54.422,128.759,248.282,468.023,586.936,622.812,0.0,5.954066666666666,0.721571428571427,49.13051612903226,121.5445,175.2889677419355,210.12266666666665,0.0,1.8140666666666665,2.6548928571428574,3.8555806451612904,7.324699999999999,3.8359032258064514,11.958666666666668,0.0,10479825.158333333,13213761.892857144,11960226.661290323,15130594.25,19311274.274193548,15597078.0,0.0,8.206533333333333,12.486785714285714,13.904580645161289,16.250966666666667,22.142258064516128,24.334000000000003,0.0,12.949033333333334,17.996464285714286,18.153258064516127,21.069200000000002,27.191129032258065,28.587333333333333,0.0,4.4643,7.6398214285714285,10.196870967741935,12.064833333333333,17.782258064516128,21.703000000000003,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,15.0,10.0,11.0,17.0,0.0,0.0,84.05699999999999,206.353,327.928,463.778,620.831,677.477,0.0,1.701,3.972,6.463,8.304,10.95,11.599,0.0,7.838866666666666,7.855642857142857,8.143612903225806,8.1508,7.920322580645161,8.304333333333334,0.0,3.411
CN036,11.508,1.358,2007,0.0,55.012,180.959,385.496,822.78,910.209,0.0,49.706,158.38299999999998,327.63,519.003,635.164,704.798,0.0,11.265870967741936,22.281892857142854,110.05045161290322,188.73513333333332,230.14858064516127,274.90116666666665,0.0,1.6034193548387097,3.8813214285714284,5.4595806451612905,6.379099999999999,3.7471290322580644,11.605666666666666,0.0,9246662.181451613,12282263.598214285,12373598.120967742,16020274.666666666,19872873.258064516,13083928.666666666,0.0,5.3109677419354835,11.578178571428571,13.29190322580645,16.817899999999998,24.10593548387097,24.5715,0.0,9.371064516129032,16.4165,17.16816129032258,21.483533333333334,28.67041935483871,27.8265,0.0,1.7893225806451614,6.926142857142857,9.57341935483871,12.445699999999999,19.74977419354839,21.925666666666668,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,16.0,12.0,13.0,18.0,1.0,0.0,95.024,194.778,301.777,418.236,558.636,612.952,0.0,1.843,3.8040000000000003,5.791,7.349,9.736,10.386000000000001,0.0,7.1734838709677415,7.299964285714286,7.649548387096774,7.609766666666667,7.465870967741936,7.809,0.0,3.662
