adm_id,awc,bulk_density,year,max_cum_gdd1,max_cum_gdd2,max_cum_gdd3,max_cum_gdd4,max_cum_gdd5,max_cum_gdd6,max_cum_gdd7,max_cum_prec1,max_cum_prec2,max_cum_prec3,max_cum_prec4,max_cum_prec5,max_cum_prec6,max_cum_prec7,mean_cum_cwb1,mean_cum_cwb2,mean_cum_cwb3,mean_cum_cwb4,mean_cum_cwb5,mean_cum_cwb6,mean_cum_cwb7,mean_prec1,mean_prec2,mean_prec3,mean_prec4,mean_prec5,mean_prec6,mean_prec7,mean_rad1,mean_rad2,mean_rad3,mean_rad4,mean_rad5,mean_rad6,mean_rad7,mean_tavg1,mean_tavg2,mean_tavg3,mean_tavg4,mean_tavg5,mean_tavg6,mean_tavg7,mean_tmax1,mean_tmax2,mean_tmax3,mean_tmax4,mean_tmax5,mean_tmax6,mean_tmax7,mean_tmin1,mean_tmin2,mean_tmin3,mean_tmin4,mean_tmin5,mean_tmin6,mean_tmin7,tmin<-7.802549999999999p1,tmin<-7.802549999999999p2,tmin<-7.802549999999999p3,tmin<-7.802549999999999p4,tmin<-7.802549999999999p5,tmin<-7.802549999999999p6,tmin<-7.802549999999999p7,tmax>38.866p1,tmax>38.866p2,tmax>38.866p3,tmax>38.866p4,tmax>38.866p5,tmax>38.866p6,tmax>38.866p7,prec<0.037p1,prec<0.037p2,prec<0.037p3,prec<0.037p4,prec<0.037p5,prec<0.037p6,prec<0.037p7,median_cum_fpar1,median_cum_fpar2,median_cum_fpar3,median_cum_fpar4,median_cum_fpar5,median_cum_fpar6,median_cum_fpar7,median_cum_ndvi1,median_cum_ndvi2,median_cum_ndvi3,median_cum_ndvi4,median_cum_ndvi5,median_cum_ndvi6,median_cum_ndvi7,median_ssm1,median_ssm2,median_ssm3,median_ssm4,median_ssm5,median_ssm6,median_ssm7,yield
CN014,14.597,1.473,2005,0.0,0.0,26.891,234.655,594.652,1115.245,1376.661,0.0,12.38,22.674,46.931,107.79299999999999,171.536,203.754,0.0,-6.68396,-55.74354838709677,-139.2982,-249.58451612903227,-354.9414666666667,-406.7993571428571,0.0,0.49520000000000003,0.33206451612903226,0.8085666666666668,1.963290322580645,2.1247666666666665,2.3012857142857146,0.0,12923752.14,18157401.225806452,22392788.2,22554881.66129032,24087050.95,23383566.785714287,0.0,-4.939080000000001,2.9115161290322584,11.848866666666668,16.6128064516129,22.353099999999998,23.672571428571427,0.0,0.4532,9.768225806451612,18.8966,22.816322580645163,28.7795,29.593214285714286,0.0,-9.23444,-3.036064516129032,4.7173,10.313870967741936,15.468166666666667,17.55635714285714,0.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,12.0,7.0,5.0,0.0,0.0,13.5615,37.656,72.261,118.81800000000001,189.17600000000002,286.819,0.0,0.29200000000000004,0.8355,1.444,2.2590000000000003,3.535,4.917,0.0,5.266,5.083,4.802,4.585,4.3614999999999995,4.339,5.205
CN015,13.312,1.479,2005,0.0,0.0,0.0,97.782,383.336,855.635,1095.808,0.0,5.198,10.053,37.793,98.849,190.52,251.978,0.0,-6.701478260869566,-44.954129032258066,-128.00616666666667,-219.479,-301.36746666666664,-334.28492857142857,0.0,0.226,0.15661290322580645,0.9246666666666667,1.969548387096774,3.0557000000000003,4.389857142857143,0.0,12402667.347826088,17390862.774193548,19575318.933333334,21996759.967741936,22043577.766666666,19545456.92857143,0.0,-12.568130434782608,-2.5332580645161293,8.058133333333334,14.211419354838709,20.743299999999998,22.155214285714287,0.0,-6.878913043478261,3.7972258064516127,14.6312,20.434677419354838,26.525033333333333,26.830357142857142,0.0,-17.227217391304347,-8.189290322580645,1.5663666666666667,7.955322580645162,15.045766666666667,17.896714285714285,0.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,6.0,1.0,0.0,0.0,0.0,16.6645,47.726,86.744,130.889,210.231,329.26750000000004,0.0,0.353,0.9815,1.638,2.384,3.7175000000000002,5.2395,0.0,4.266,4.224,3.9925,4.032,4.086,4.406499999999999,5.904
CN021,14.162,1.52,2005,0.0,0.0,4.102,155.267,460.546,930.755,1163.586,0.0,11.493,13.578000000000001,76.572,175.528,321.63100000000003,390.497,0.0,-5.9355,-46.100354838709684,-112.9648,-155.86406451612905,-177.53323333333336,-162.30946153846156,0.0,0.44203846153846155,0.06725806451612903,2.0998,3.1921290322580647,4.8701,5.297384615384615,0.0,12667042.538461538,17660808.322580647,19810476.216666665,21154181.14516129,19277765.366666667,20144039.692307692,0.0,-10.150115384615386,-0.4340967741935484,10.038833333333335,14.847709677419354,20.673633333333335,22.910076923076925,0.0,-4.8865384615384615,5.38016129032258,15.996233333333333,20.35841935483871,25.177500000000002,26.963538461538462,0.0,-14.56503846153846,-5.69616129032258,4.001933333333333,9.695032258064517,16.845266666666667,19.397846153846153,0.0,26.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,19.0,10.0,8.0,2.0,0.0,0.0,14.5945,42.364000000000004,80.537,133.716,240.45,393.88149999999996,0.0,0.375,1.0455,1.764,2.724,4.4955,6.5565,0.0,5.1594999999999995,5.044,4.7795000000000005,5.055,5.1715,5.272,6.335
CN022,13.895,1.483,2005,0.0,0.0,0.0,92.19,357.634,806.752,1031.974,0.0,7.967,15.361,91.89,166.343,365.698,491.887,0.0,-4.070678571428571,-33.58474193548387,-80.51086666666667,-108.25396774193548,-124.31746666666666,-30.41142857142857,0.0,0.2845357142857143,0.23851612903225808,2.5509666666666666,2.401709677419355,6.645166666666666,9.013499999999999,0.0,11897965.75,16835064.096774194,18742415.583333332,20355824.35483871,18634010.766666666,16699816.142857144,0.0,-14.450321428571428,-3.4923225806451614,7.744466666666667,13.562709677419356,19.9706,21.087285714285713,0.0,-9.090535714285714,1.7835806451612901,13.5382,18.763709677419353,24.447400000000002,24.900499999999997,0.0,-18.892392857142855,-8.756967741935485,1.6251666666666666,8.329129032258063,16.119433333333333,18.064857142857143,0.0,28.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,9.0,2.0,1.0,0.0,0.0,10.248000000000001,36.988,75.378,122.711,213.88400000000001,359.169,0.0,0.46249999999999997,1.2155,1.971,2.858,4.314,6.182,0.0,5.359500000000001,5.347,5.1645,5.249,5.759,6.4385,6.489
CN023,14.269,1.486,2005,0.0,0.0,0.0,46.407,258.565,715.41,901.217,0.0,7.0889999999999995,19.749,106.972,182.235,279.641,338.692,0.0,-2.914142857142857,-22.910967741935483,-47.51643333333333,-52.310322580645156,-85.84093333333334,-102.64483333333334,0.0,0.2531785714285714,0.40838709677419355,2.907433333333333,2.4278387096774194,3.246866666666667,4.920916666666667,0.0,11072594.0,16223334.0,16706227.133333333,19891807.43548387,21306239.466666665,15336364.958333334,0.0,-17.458464285714285,-5.555741935483871,5.487800000000001,11.843806451612904,20.228166666666667,20.483916666666666,0.0,-11.318714285714284,0.0003548387096774806,10.8239,17.121,25.48463333333333,24.221,0.0,-22.75467857142857,-11.256645161290324,0.03466666666666664,6.375935483870967,15.3116,17.26033333333333,0.0,28.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,4.0,0.0,1.0,0.0,0.0,8.134,30.422,63.189,103.945,189.006,330.616,0.0,0.883,1.5795,2.387,3.2975000000000003,4.9175,6.8445,0.0,5.255,5.333,5.4,5.46,5.6525,5.6555,4.697
CN031,12.706,1.42,2005,0.9500000000000002,11.792,109.931,441.811,890.793,1494.647,0.0,47.772,171.685,227.21099999999998,300.133,433.476,479.526,0.0,26.423666666666666,89.51310714285714,109.29396774193549,78.29986666666667,88.64625806451613,21.869166666666665,0.0,3.981,4.425464285714286,1.7911612903225804,2.4307333333333334,4.301387096774193,1.535,0.0,6946623.5625,9249852.566964285,16471174.524193548,20910971.266666666,19327305.5,22511050.1,0.0,3.5987500000000003,3.6091785714285716,7.739548387096774,16.062666666666665,19.483290322580643,25.128466666666668,0.0,6.612666666666667,6.6738928571428575,12.453774193548387,20.944399999999998,23.394129032258064,29.0674,0.0,0.4645833333333333,0.7112857142857143,3.4871290322580646,11.5984,15.880354838709676,21.6326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,13.0,13.0,11.0,15.0,0.0,22.006,67.916,153.967,269.783,388.873,485.803,0.0,0.271,1.046,2.407,4.0,5.6785,7.156000000000001,0.0,6.470000000000001,6.6739999999999995,6.483,6.0325,5.914,5.292,0.0,6.612
CN032,13.994,1.439,2005,0.0,0.5800000000000001,92.652,445.06,916.866,1566.51,1827.424,0.0,63.189,103.485,165.445,228.7,324.647,524.662,-1.564,17.31657142857143,3.5225483870967738,-54.08213333333333,-110.69993548387096,-213.40036666666666,-189.56758333333335,0.0,2.25675,1.2998709677419356,2.0653333333333332,2.040483870967742,3.1982333333333335,16.667916666666667,12665502.0,10600222.388392856,17229233.54032258,21032530.183333334,21363656.16129032,23311611.166666668,14846445.5,-0.058,1.3059999999999998,7.28525806451613,16.746933333333335,20.219548387096776,26.6548,26.742833333333333,5.211,5.143464285714286,13.152612903225807,22.849,25.300967741935484,31.837899999999998,30.091083333333334,-4.822,-2.1573571428571428,1.9205806451612901,10.928266666666667,14.96367741935484,21.6418,24.021416666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,13.0,11.0,15.0,12.0,0.0,0.0,67.364,183.024,341.149,513.647,640.652,756.964,0.0,1.029,2.816,4.778,6.965999999999999,8.624,10.186499999999999,5.572,5.803,5.609,5.2185,4.999,4.508,5.8765,4.721
CN033,12.565,1.447,2005,0.37599999999999945,24.008,148.421,517.292,981.86,1399.782,0.0,63.332,211.207,302.961,411.956,674.348,786.704,0.0,18.313315789473688,111.17496428571428,158.26506451612906,169.9694,276.7683225806452,334.52154545454545,0.0,3.333263157894737,5.28125,2.9598064516129035,3.633166666666667,8.464258064516128,5.107090909090909,0.0,8388605.9144736845,8737869.017857144,14938770.838709677,19596439.45,15392350.822580645,20346838.227272727,0.0,3.2474736842105263,4.43525,8.702967741935483,17.2957,19.98606451612903,23.996454545454547,0.0,6.737157894736842,7.663607142857143,13.54341935483871,22.6205,23.706774193548387,28.138590909090908,0.0,0.21447368421052632,1.5785714285714285,4.144129032258064,12.295233333333332,16.49074193548387,20.269636363636366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,7.0,9.0,1.0,5.0,0.0,18.521,58.165,133.409,231.072,343.66700000000003,462.36,0.0,0.6040000000000001,2.0244999999999997,3.7045,5.333,7.338,9.213000000000001,0.0,7.323,7.6065000000000005,7.414,7.1505,7.301,6.8759999999999994,0.0,4.124
CN034,13.843,1.492,2005,0.0,2.7060000000000004,117.119,500.281,998.138,1667.439,1851.3509999999999,0.112,60.243,106.09400000000001,187.90200000000002,269.361,361.305,485.121,-2.667666666666667,15.50657142857143,0.6686129032258062,-43.9839,-70.24551612903225,-166.75333333333336,-188.08325,0.037333333333333336,2.147535714285714,1.4790645161290326,2.726933333333333,2.627709677419355,3.0648,15.477,11532101.333333334,10217836.080357144,16677955.290322581,20617286.216666665,20582120.967741936,23497918.7,15858084.25,0.7746666666666666,1.6223928571428572,8.17458064516129,17.772066666666667,21.05990322580645,27.310033333333333,27.989,5.021333333333334,5.476678571428572,13.974096774193548,23.8079,25.89883870967742,32.325,31.30925,-2.965666666666666,-1.8212857142857142,2.6932903225806455,12.015866666666666,15.945774193548388,22.367866666666668,25.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,11.0,8.0,11.0,10.0,1.0,0.0,57.768,161.887,306.46500000000003,461.308,583.047,673.521,0.0,0.9115,2.617,4.471,6.5145,8.205,9.528,6.023,6.260999999999999,6.025,5.6895,5.682,5.029,6.1129999999999995,3.953
CN035,11.511,1.369,2005,71.429,187.166,381.788,783.121,1301.467,1357.925,0.0,54.833,197.094,360.335,475.638,832.956,874.503,0.0,-5.241833333333333,50.54257142857143,135.276,210.12756666666667,394.90822580645164,510.772,0.0,1.8277666666666665,5.08075,5.265838709677419,3.843433333333333,11.526387096774194,13.848999999999998,0.0,9259232.183333334,8060332.508928572,13319084.620967742,17059829.6,13511602.217741935,15763958.166666666,0.0,7.104566666666667,9.047142857142857,11.209225806451613,18.377766666666666,21.72083870967742,23.819333333333333,0.0,11.359,12.972785714285715,16.249967741935485,23.57,25.473612903225806,27.869333333333334,0.0,3.7995,5.781571428571428,6.834870967741936,13.888233333333334,18.69193548387097,20.742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,8.0,4.0,0.0,0.0,0.0,52.0185,130.347,226.251,333.77,467.909,575.885,0.0,1.046,2.899,4.915000000000001,6.744,8.9225,10.667,0.0,7.3735,8.0,8.192,8.138,8.563,8.554,0.0,3.369
CN036,11.508,1.358,2005,5.64,32.382,208.655,648.025,1193.086,1321.613,0.0,73.344,240.60399999999998,381.197,531.104,993.703,1027.9,0.0,5.224064516129032,113.17289285714286,192.61683870967744,260.22156666666666,477.39383870967737,671.508,0.0,2.3659354838709676,5.973571428571428,4.535258064516129,4.9969,14.922548387096773,5.6995,0.0,8830757.306451613,7319246.450892857,12195648.588709677,17503009.25,13746320.629032258,20948839.5,0.0,3.699774193548387,4.963928571428572,10.45941935483871,19.645666666666667,22.582612903225808,26.421166666666664,0.0,7.18758064516129,8.09442857142857,14.913451612903225,24.565133333333332,25.957806451612903,30.714166666666667,0.0,0.7353225806451613,2.337142857142857,6.206354838709677,14.6912,19.448129032258066,22.3715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,7.0,5.0,0.0,0.0,0.0,52.848,123.364,203.674,298.627,423.829,529.974,0.0,1.1175000000000002,2.963,4.6465,6.236,8.1805,9.8,0.0,7.217,7.775,7.709,7.656000000000001,8.283,8.0885,0.0,3.786
CN037,14.446,1.493,2005,0.0,0.0,69.368,397.28000000000003,846.213,1482.615,1781.6,0.0,24.453,33.208,63.035000000000004,127.071,243.59199999999998,334.429,0.0,-0.87,-46.57235483870968,-145.52149999999997,-241.02912903225808,-359.4981333333333,-344.6415714285714,0.0,0.97812,0.28241935483870967,0.9942333333333334,2.065677419354839,3.884033333333333,6.488357142857143,0.0,11606339.44,17306367.677419353,21629540.6,22467505.177419353,23945738.883333333,19237495.5,0.0,-0.96344,6.131903225806451,15.930399999999999,19.481709677419353,26.2134,26.35607142857143,0.0,3.38868,12.579322580645162,22.5606,25.230677419354837,32.228633333333335,30.73692857142857,0.0,-4.44268,0.5330645161290322,9.5787,13.743,20.543266666666668,22.400214285714288,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,18.0,14.0,14.0,7.0,0.0,0.0,32.0165,92.607,204.597,346.785,465.85,577.99,0.0,0.5569999999999999,1.591,3.051,4.808,6.378,7.7805,0.0,5.381,5.151,4.702,4.495,4.021,5.1065000000000005,6.353
CN041,14.925,1.468,2005,0.0,3.035,118.62899999999999,500.292,988.508,1660.189,1911.839,0.0,21.927,44.198,89.324,150.467,266.166,427.966,0.0,-2.9777407407407406,-48.96825806451613,-128.88433333333333,-203.2171612903226,-303.977,-273.3564166666667,0.0,0.8121111111111111,0.7184193548387097,1.5042,1.9723548387096774,3.8566333333333334,13.483333333333333,0.0,11134446.768518519,16653535.524193548,21033650.833333332,20733880.56451613,23375994.733333334,16221480.25,0.0,0.43770370370370376,8.247967741935485,17.7221,20.74890322580645,27.389366666666668,25.97083333333333,0.0,4.915148148148148,14.547709677419354,24.29573333333333,25.904,32.9268,29.651083333333332,0.0,-3.359,2.419548387096774,11.498133333333334,15.446903225806452,21.9489,22.601916666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,17.0,9.0,12.0,9.0,0.0,0.0,48.048500000000004,144.691,306.043,469.928,581.086,688.6665,0.0,0.7310000000000001,2.2664999999999997,4.196,6.319,7.8035,9.2535,0.0,4.889,4.65,4.335,4.184,3.7965,4.977,5.175
CN042,13.08,1.433,2005,0.0,10.137999999999998,168.804,598.947,1123.174,1788.208,1890.1109999999999,0.645,56.619,100.671,224.793,350.2,453.308,455.639,-3.0614,10.642714285714288,-9.213451612903222,-31.546266666666664,-6.55451612903226,-45.31463333333333,-89.70575,0.129,1.9990714285714286,1.421032258064516,4.1373999999999995,4.045387096774194,3.4369333333333336,0.58275,11858549.8,9568385.495535715,14894238.290322581,19059885.358333334,18608542.5,21390541.7,24311242.5,2.0252000000000003,2.654285714285714,9.913419354838709,19.3381,21.910548387096775,27.1678,30.475749999999998,6.4032,6.624892857142856,15.20790322580645,24.825533333333333,26.22006451612903,31.366266666666668,33.915,-1.9332,-1.1059285714285714,4.6727096774193555,13.9429,17.60841935483871,23.068266666666666,27.281750000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,11.0,9.0,2.0,4.0,0.0,0.0,54.948,155.971,289.302,427.227,559.862,674.936,0.0,0.667,2.065,3.8289999999999997,5.7745,7.7605,9.406,6.033,6.1465,5.966,5.867,5.991,5.624499999999999,5.4605,5.003
CN043,12.106,1.391,2005,2.513000000000001,19.996000000000002,206.829,659.511,1201.391,1489.545,0.0,66.505,224.97299999999998,317.432,467.12,783.996,898.469,0.0,19.880478260869566,113.13871428571429,164.33712903225808,208.07006666666666,345.18925806451614,489.52835714285715,0.0,2.8915217391304346,5.659571428571428,2.982548387096774,4.989599999999999,10.221806451612903,8.176642857142857,0.0,7676951.396739131,7226501.120535715,12142563.088709677,17453677.225,15068021.306451613,17186734.464285713,0.0,3.5490434782608697,3.794178571428571,10.883387096774193,20.0894,22.48,25.582428571428572,0.0,6.861434782608695,6.957535714285714,15.057064516129033,24.8872,25.96709677419355,29.028285714285715,0.0,0.4726521739130435,0.5859642857142857,6.681967741935485,15.206133333333334,19.13132258064516,22.116000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,0.0,0.0,0.0,36.193,90.983,167.41899999999998,266.66499999999996,392.641,520.1635,0.0,0.6905,1.5005,2.521,3.86,5.7325,7.5945,0.0,7.086,7.336,7.172,7.1155,7.559,7.6225000000000005,0.0,4.832
CN044,11.814,1.393,2005,196.261,468.13,825.691,1342.403,2012.214,2079.335,0.0,27.759,100.507,214.31300000000002,352.642,594.283,620.149,0.0,-14.828608695652173,-22.996214285714284,-9.547483870967744,31.397333333333332,125.409,170.68433333333334,0.0,1.206913043478261,2.5981428571428573,3.6711612903225808,4.610966666666667,7.794870967741935,8.622,0.0,10363026.586956521,9605212.82142857,12623554.790322581,16099176.05,18241392.225806452,17049100.0,0.0,13.53308695652174,14.709607142857143,16.534225806451612,22.223733333333332,26.606806451612904,27.37366666666667,0.0,17.657521739130434,18.617642857142858,20.694935483870967,26.25636666666667,30.53774193548387,30.992333333333335,0.0,10.25691304347826,11.618285714285715,13.045548387096774,18.79393333333333,23.427935483870968,24.585333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,45.9155,111.061,181.374,266.351,389.397,489.291,0.0,0.9239999999999999,2.418,4.101,5.568,7.3715,9.032,0.0,5.859,5.931,6.201,6.462,7.051,7.493,0.0,4.5
CN045,12.411,1.496,2005,126.934,321.977,643.866,1136.816,1801.905,1907.904,0.0,45.842,112.471,199.099,299.359,552.676,635.716,0.0,5.955958333333334,20.541392857142856,17.156161290322576,31.368766666666662,88.73409677419355,183.33700000000002,0.0,1.9100833333333334,2.379607142857143,2.794451612903226,3.342,8.171516129032259,16.608,0.0,6907831.833333333,8427272.6875,9983968.806451613,14862015.016666668,18125878.0,14499532.8,0.0,10.278,11.965821428571429,15.383516129032259,21.43166666666667,26.45448387096774,26.1998,0.0,13.651791666666666,15.852464285714285,19.31509677419355,25.5473,30.478225806451615,29.794600000000003,0.0,7.507833333333333,8.752928571428571,11.957161290322581,17.6938,22.883387096774193,23.5382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,33.988,81.42699999999999,137.583,215.512,332.571,429.53,0.0,0.9179999999999999,2.3925,4.0865,5.769,7.6335,9.214,0.0,6.5775,6.5525,6.382,6.498,7.069,7.684,0.0,3.682
CN046,11.719,1.364,2005,131.58100000000002,569.569,1054.402,1659.087,2391.235,2557.38,0.0,2.189,21.955,52.74,96.122,212.47899999999998,258.029,0.0,-15.798375,-66.32828571428571,-135.62993548387098,-224.7293,-310.270870967742,-331.589,0.0,0.273625,0.7059285714285713,0.9930645161290322,1.4460666666666666,3.7534516129032256,6.507142857142857,0.0,15727886.25,14133234.267857144,16381889.129032258,19789865.016666666,22253483.51612903,19771136.14285714,0.0,21.447625000000002,20.642428571428574,20.639774193548387,25.156166666666664,28.61767741935484,28.734999999999996,0.0,27.184874999999998,25.40492857142857,25.316580645161288,29.8109,33.29854838709678,33.05742857142857,0.0,17.314,17.170607142857143,16.934806451612904,21.5024,25.06006451612903,25.636428571428574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,72.227,176.175,290.032,425.784,525.255,0.0,0.431,1.5310000000000001,3.157,4.572,6.2860000000000005,7.85,0.0,5.378,5.379,5.532,5.339,5.208,5.645,0.0,4.182
CN050,12.526,1.429,2005,12.896,71.227,273.774,661.081,1147.827,1743.206,1768.571,5.1259999999999994,52.268,145.796,285.993,504.25,634.443,634.645,-2.8509,-3.1613214285714286,19.441870967741934,62.12646666666667,140.50819354838708,235.19416666666666,213.023,0.5126,1.683642857142857,3.0170322580645164,4.673233333333333,7.040548387096774,4.339766666666666,0.202,6102185.425,7413901.044642857,10434706.709677419,16142603.116666667,13912033.935483871,19498495.866666667,24840732.0,6.2896,7.030107142857142,11.533774193548387,17.910233333333334,20.701483870967742,24.845966666666666,30.365,8.9725,10.10675,15.185935483870969,22.296766666666667,23.823903225806454,28.4074,33.738,3.4415,3.8639642857142857,7.495451612903226,13.1831,17.37290322580645,20.962600000000002,25.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,1.0,1.0,0.0,0.0,36.886,103.828,190.971,315.825,496.943,640.841,0.352,1.39,3.0115,4.579,6.504,9.370999999999999,0.0,6.6775,6.654,6.623,6.583,6.675,6.3614999999999995,5.872,5.064
CN051,12.899,1.434,2005,2.9960000000000004,59.375,247.105,622.961,1106.989,1678.044,1927.31,1.307,38.095,94.946,148.557,263.049,410.595,539.992,-1.2025,-5.909750000000001,-17.385,-43.41686666666667,-70.73870967741935,-73.6767,13.18730769230769,0.6535,1.3138571428571428,1.8339032258064516,1.7870333333333333,3.6932903225806455,4.9182,9.953615384615384,7779223.0,9068879.482142856,11802819.048387097,17608653.433333334,16270932.870967742,18601723.4,15453804.615384616,6.498,6.875571428571428,11.055806451612904,17.528533333333332,20.613806451612906,24.03516666666667,24.174307692307693,9.863,10.40317857142857,15.140096774193548,22.282366666666668,24.605129032258066,28.0487,27.589692307692307,3.594,3.2299642857142854,6.795612903225806,12.544966666666665,16.771548387096775,19.948033333333335,20.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.11,176.586,295.293,417.409,563.922,721.1020000000001,0.0,1.002,2.824,4.482,6.160500000000001,8.411,10.470500000000001,6.599,6.5525,6.444,6.1915,6.246,6.141,6.6,4.854
CN052,13.061,1.533,2005,10.256,58.97,185.639,475.544,894.335,1343.517,1449.793,7.643,56.885999999999996,143.506,243.919,476.844,719.01,730.545,-3.8885,-14.752642857142858,-6.573806451612904,-11.3858,37.26522580645161,193.22316666666666,245.563,0.955375,1.7586785714285715,2.794193548387097,3.3470999999999997,7.513709677419355,8.0722,1.9225,11588116.625,12228552.089285715,12401403.048387097,16860060.783333335,17366033.096774194,16488284.7,21194151.666666668,6.0265,5.807535714285714,8.817483870967742,14.663499999999999,18.509387096774194,19.972733333333334,22.712666666666667,11.59325,11.342642857142858,13.800774193548387,19.901266666666668,23.204096774193548,23.975133333333336,26.597166666666666,1.71825,1.3530357142857141,4.77583870967742,10.025666666666666,14.788064516129033,16.53996666666667,19.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,40.622,105.17699999999999,184.679,284.349,413.911,522.903,0.333,1.15,2.5774999999999997,3.892,5.493,7.7379999999999995,9.279,7.846,7.704,7.651,7.433999999999999,7.5,8.026499999999999,7.884,4.785
CN053,12.971,1.41,2005,7.625,189.221,398.209,737.971,1196.371,1638.33,1854.663,0.063,20.049,108.237,168.591,241.982,544.706,659.341,-3.439,-46.47703571428571,-82.20403225806452,-129.16389999999998,-234.41783870967743,-177.26016666666666,-62.026799999999994,0.063,0.7137857142857144,2.8447741935483872,2.0118,2.367451612903226,10.0908,7.642333333333334,17886946.0,17751314.92857143,17074974.66129032,21119220.5,23600308.0,17683499.533333335,17108597.933333334,12.625,11.48557142857143,11.56558064516129,16.3254,19.787096774193547,19.731966666666665,19.422199999999997,19.284,17.695607142857142,17.13041935483871,22.320899999999998,25.549999999999997,24.120066666666666,23.248266666666666,6.257,5.7113571428571435,6.671548387096775,10.964433333333334,14.820129032258064,16.217266666666667,16.5604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,69.89,170.709,265.849,355.931,460.8,579.2115,0.0,1.1165,2.882,4.369,5.8395,7.7645,9.563,7.582,7.377000000000001,7.265,6.9544999999999995,6.489,7.5545,7.738,3.799
